cod_municipio,municipio,latitud,longitud,altitud,poblacion,centros_salud_10mil,farmacias_10mil,g_supermercados_count,g_supermercados_reviews,g_supermercados_rating_wavg,g_conveniencia_count,g_conveniencia_reviews,g_conveniencia_rating_wavg,g_farmacias_count,g_farmacias_reviews,g_farmacias_rating_wavg,g_bancos_count,g_bancos_reviews,g_bancos_rating_wavg,g_cajeros_count,g_cajeros_reviews,g_cajeros_rating_wavg,g_gasolineras_count,g_gasolineras_reviews,g_gasolineras_rating_wavg,g_hospitales_clinicas_count,g_hospitales_clinicas_reviews,g_hospitales_clinicas_rating_wavg,g_medicos_familia_count,g_medicos_familia_reviews,g_medicos_familia_rating_wavg,g_escuelas_infantiles_count,g_escuelas_infantiles_reviews,g_escuelas_infantiles_rating_wavg,g_colegios_institutos_count,g_colegios_institutos_reviews,g_colegios_institutos_rating_wavg,g_universidad_fp_count,g_universidad_fp_reviews,g_universidad_fp_rating_wavg,g_paradas_bus_count,g_paradas_bus_reviews,g_paradas_bus_rating_wavg,g_estaciones_principales_count,g_estaciones_principales_reviews,g_estaciones_principales_rating_wavg,g_aparcamientos_count,g_aparcamientos_reviews,g_aparcamientos_rating_wavg,g_restaurantes_count,g_restaurantes_reviews,g_restaurantes_rating_wavg,g_cafeterias_count,g_cafeterias_reviews,g_cafeterias_rating_wavg,g_bares_count,g_bares_reviews,g_bares_rating_wavg,g_cines_count,g_cines_reviews,g_cines_rating_wavg,g_gimnasios_count,g_gimnasios_reviews,g_gimnasios_rating_wavg,g_parques_count,g_parques_reviews,g_parques_rating_wavg,g_centros_comerciales_count,g_centros_comerciales_reviews,g_centros_comerciales_rating_wavg,g_comisarias_count,g_comisarias_reviews,g_comisarias_rating_wavg,g_bomberos_count,g_bomberos_reviews,g_bomberos_rating_wavg,g_ayuntamientos_count,g_ayuntamientos_reviews,g_ayuntamientos_rating_wavg,g_juzgados_count,g_juzgados_reviews,g_juzgados_rating_wavg,aq_aqi,aq_co_value,aq_no2_value,aq_o3_value,aq_pm10_value,aq_pm25_value,aq_so2_value,paro_total,distancia_capital,afiliados_agricultura_y_ganadería,afiliados_construcción,afiliados_minería_industria_y_energía,afiliados_otros_servicios,afiliados_servicios_a_empresas_y_financieros,afiliados_servicios_de_distribución_y_hostelería,afiliados_total,alumnos_total,cultura,g_bomberos_rating_min,g_bomberos_rating_max,g_cines_rating_min,g_cines_rating_max,g_centros_comerciales_rating_min,g_centros_comerciales_rating_max,g_comisarias_rating_min,g_comisarias_rating_max,g_gimnasios_rating_min,g_gimnasios_rating_max,g_medicos_familia_rating_min,g_medicos_familia_rating_max,g_conveniencia_rating_min,g_conveniencia_rating_max,g_cajeros_rating_min,g_cajeros_rating_max,g_bancos_rating_min,g_bancos_rating_max,g_colegios_institutos_rating_min,g_colegios_institutos_rating_max,g_cafeterias_rating_min,g_cafeterias_rating_max,g_gasolineras_rating_min,g_gasolineras_rating_max,g_aparcamientos_rating_min,g_aparcamientos_rating_max,g_estaciones_principales_rating_min,g_estaciones_principales_rating_max,g_farmacias_rating_min,g_farmacias_rating_max,g_ayuntamientos_rating_min,g_ayuntamientos_rating_max,g_supermercados_rating_min,g_supermercados_rating_max
1198,Quijorna,40.42656,-4.057429,574.5786,3987.0,0,2,17,5490,4.081,8,964,3.854,12,715,4.354,12,318,2.331,15,244,2.365,8,2047,3.968,30,4381,3.91,20,1936,3.705,20,3545,3.82,21,500,4.564,23,3717,3.87,23,3545,3.82,22,8,4.25,13,72,4.461,20,13343,4.281,20,5486,4.225,20,11209,4.305,0,0,0.0,20,1496,4.455,20,178,3.975,2,110,4.218,4,24,3.9,1,1,5.0,3,361,4.02,20,3545,3.82,72,332.3,24.23,15.71,26.28,17.58,1.56,147,45.968,15,108,81,601,423,463,1691,424,0.0,4.536947368421052,4.536947368421052,0.0,0.0,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
1202,Rascafría,40.90381,-3.879398,1157.038,1712.0,6,6,2,89,3.937,2,2,4.5,2,30,4.15,2,17,3.588,2,16,3.5,1,123,3.6,20,4934,4.523,0,0,0.0,20,4934,4.523,3,0,4.732145038167937,20,4934,4.523,22,4939,4.523,19,33,4.409,12,4681,4.145,20,17869,4.402,3,546,3.952,19,11345,4.232,0,0,0.0,1,0,4.475327731092436,20,4063,4.503,1,50,4.0,1,9,4.1,0,0,0.0,3,105,3.635,20,4934,4.523,74,435.85,12.95,32.23,26.07,16.42,1.33,69,95.391,43,70,44,171,106,237,671,236,1.0,0.0,0.0,0.0,0.0,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,0.0,0.0,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
1219,Redueña,40.8163,-3.603684,823.9578,292.0,0,35,12,1425,3.927,6,283,3.93,8,228,3.93,9,108,3.51,7,72,3.704,7,1725,3.905,21,2122,4.29,6,191,4.58,20,2122,4.29,16,5,5.0,20,2122,4.29,27,2127,4.291,20,21,3.629,16,156,4.183,20,17583,4.064,13,4899,4.169,20,11328,4.148,0,0,0.0,13,963,4.566,20,2086,4.131,0,0,0.0,2,0,4.000368421052631,2,0,4.536947368421052,6,405,4.079,20,2122,4.29,84,429.25,5.85,12.81,17.79,8.85,0.92,10,56.05,2,8,24,39,25,30,128,18,0.0,4.536947368421052,4.536947368421052,0.0,0.0,0.0,0.0,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
1224,Ribatejada,40.6665,-3.392131,761.6322,911.0,0,11,14,6446,4.088,4,142,4.642,17,577,4.44,7,194,2.753,8,138,2.745,5,943,4.031,22,353,4.287,8,706,4.191,20,289,4.258,21,50,4.904,20,289,4.258,24,301,4.257,20,5,4.22,8,43,4.423,20,5688,4.028,10,2135,4.45,20,3543,4.428,0,0,0.0,18,1037,4.714,20,219,3.96,3,693,3.723,3,7,4.7,0,0,0.0,6,414,3.307,20,289,4.258,73,380.14,23.9,15.6,30.12,16.64,1.55,61,51.73,4,33,37,54,75,89,292,110,1.0,0.0,0.0,0.0,0.0,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
1245,Robledillo de la Jara,40.95299,-3.525749,1017.706,132.0,0,0,1,57,4.5,0,0,0.0,1,16,5.0,0,0,0.0,0,0,0.0,0,0,0.0,22,2768,4.274,1,0,4.053031496062992,20,2768,4.274,0,0,0.0,20,2768,4.274,27,2772,4.274,20,10,4.72,3,17,4.135,13,7719,4.367,0,0,0.0,13,2863,4.418,0,0,0.0,1,0,4.475327731092436,20,1566,4.205,0,0,0.0,0,0,0.0,0,0,0.0,5,83,3.818,20,2768,4.274,75,438.16,3.87,32.13,16.7,15.27,0.77,9,79.092,0,4,3,16,6,9,38,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
1258,Robledo de Chavela,40.50089,-4.238043,893.4601,4763.0,2,4,5,1105,3.788,1,2,5.0,4,90,4.32,3,17,1.812,5,1,2.0,3,20,3.63,21,2392,4.54,2,26,4.5,20,2366,4.54,6,1,5.0,20,2366,4.54,21,2368,4.539,21,30,3.967,9,28,4.189,20,6784,4.306,4,1428,4.477,20,4338,4.232,2,949,4.792,7,133,4.532,20,2303,4.255,0,0,0.0,2,5,3.0,1,0,4.536947368421052,2,153,4.145,20,2366,4.54,60,257.81,14.98,18.81,24.84,24.84,1.84,278,74.92,50,147,63,563,405,398,1626,992,2.0,4.536947368421052,4.536947368421052,4.356607843137255,4.356607843137255,0.0,0.0,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
1261,Robregordo,41.10658,-3.593292,1297.608,73.0,0,0,1,77,4.2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3,793,3.735,21,2694,4.571,1,0,4.053031496062992,20,2693,4.57,2,7,5.0,20,2693,4.57,24,2696,4.571,20,8,4.625,5,50,4.372,6,3776,4.115,1,2225,3.9,7,1321,4.267,0,0,0.0,0,0,0.0,20,1978,4.594,0,0,0.0,0,0,0.0,1,0,4.536947368421052,6,88,4.252,20,2693,4.57,76,439.21,7.5,30.89,18.8,14.94,0.76,6,89.533,1,2,0,2,2,9,16,0,0.0,4.536947368421052,4.536947368421052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.053031496062992,4.053031496062992,0.0,0.0,0.0,0.0,0.0,0.0,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,0.0,0.0,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
1283,Rozas de Puerto Real,40.31007,-4.490765,876.1035,581.0,0,17,8,366,4.062,4,272,4.022,3,48,2.725,6,27,3.456,8,21,3.824,5,198,3.989,21,236,4.349,3,3,5.0,20,236,4.349,10,4,4.8,20,236,4.349,22,237,4.343,20,8,4.513,1,31,4.4,20,5575,4.225,7,1263,4.381,20,3066,4.27,0,0,0.0,2,14,4.214,20,305,4.47,0,0,0.0,1,0,4.000368421052631,1,0,4.536947368421052,3,91,4.225,20,236,4.349,77,90.64,3.63,29.18,12.48,12.48,2.49,30,92.193,7,11,5,72,15,25,135,330,0.0,4.536947368421052,4.536947368421052,0.0,0.0,0.0,0.0,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
1296,San Agustín del Guadalix,40.67867,-3.615861,667.7155,13849.0,0,1,16,6670,4.045,8,1671,3.761,6,384,3.493,9,244,2.545,10,189,2.744,7,2581,3.726,25,1833,4.133,14,275,4.862,20,1586,4.271,14,265,4.828,20,1586,4.271,21,1587,4.271,20,20,4.09,20,117,2.553,20,15466,4.126,10,3675,4.069,20,6294,4.343,0,0,0.0,16,493,4.685,20,763,4.231,2,926,4.201,3,12,3.4,0,0,0.0,2,562,3.702,20,1586,4.271,77,456.04,6.92,29.18,21.93,13.15,1.78,503,36.132,16,305,634,1512,2092,1768,6327,4738,0.0,0.0,0.0,0.0,0.0,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
1300,San Fernando de Henares,40.42553,-3.536694,591.3853,38969.0,1,3,20,24692,4.021,20,5974,3.774,20,61454,4.298,20,832,2.091,20,960,2.273,20,6736,4.038,40,62758,4.182,20,2396,3.407,20,58745,4.225,48,773,4.52,36,59482,4.219,39,58785,4.224,37,4192,3.979,20,62403,4.277,20,30698,4.178,20,10308,3.871,20,18032,4.075,7,70764,4.276,20,68325,4.29,20,27290,4.591,20,82613,4.175,20,1009,4.666,5,49,4.439,6,2447,3.735,20,58745,4.225,59,349.01,34.02,5.17,37.45,25.96,2.77,1807,18.348,10,1364,1809,4813,5117,6609,19722,16742,2.0,4.536947368421052,4.536947368421052,4.356607843137255,4.356607843137255,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
1317,San Lorenzo de El Escorial,40.59167,-4.149123,1052.468,18772.0,1,3,15,6207,3.981,10,1278,4.006,12,514,4.417,9,179,2.353,12,130,2.58,9,1785,4.039,30,47438,4.531,18,1222,3.029,20,46642,4.554,22,175,4.401,23,46643,4.554,23,46731,4.551,22,302,4.183,20,1089,3.707,20,29209,4.143,20,14488,4.02,20,18961,4.115,1,3,4.0,20,916,4.714,20,14142,4.117,3,1644,4.078,2,23,4.0,1,9,4.4,5,336,3.649,20,46642,4.554,56,364.88,26.07,8.17,28.41,28.41,1.56,677,62.624,38,371,284,2988,2224,2027,7932,9744,4.0,4.536947368421052,4.536947368421052,4.356607843137255,4.356607843137255,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
1322,San Martín de la Vega,40.2078,-3.568544,517.0689,20664.0,0,3,17,5892,4.004,6,558,3.908,11,411,3.885,13,274,1.935,17,204,2.09,7,1428,4.089,25,89888,4.191,15,648,3.871,20,89838,4.191,20,421,4.583,22,89920,4.191,20,89838,4.191,21,113,2.835,16,916,4.128,20,15135,3.559,14,3492,4.242,20,8033,4.186,2,25,4.264,15,760,4.252,20,2221,4.23,1,4,4.5,3,22,3.782,0,0,0.0,2,609,3.481,20,89838,4.191,76,304.2,26.39,9.0,23.84,15.23,1.92,1159,30.402,68,838,841,1962,2052,2958,8719,8308,1.0,0.0,0.0,4.356607843137255,4.356607843137255,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
1338,San Martín de Valdeiglesias,40.36174,-4.397521,677.8516,9120.0,1,3,11,5761,4.023,8,524,4.003,6,225,3.985,7,100,2.408,10,67,2.46,3,379,3.903,21,1284,4.24,10,351,4.244,20,1267,4.258,12,140,4.504,21,1268,4.257,21,1269,4.256,20,35,4.129,16,111,3.835,20,10255,4.216,10,3193,4.242,20,4730,4.281,1,343,4.2,9,179,4.872,20,7973,4.159,2,0,4.077411764705882,3,5,2.8,1,6,4.3,0,0,0.0,20,1267,4.258,67,100.1,5.26,29.4,20.29,20.29,2.59,585,78.77,38,372,171,1263,558,799,3201,4586,1.0,4.536947368421052,4.536947368421052,4.356607843137255,4.356607843137255,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,0.0,0.0,4.011285714285714,4.011285714285714
1356,Santa María de la Alameda,40.5957,-4.257937,1411.015,1516.0,0,7,7,1230,4.083,2,11,5.0,4,61,4.095,6,31,3.197,7,28,3.396,2,213,4.249,21,1205,4.178,3,14,4.3,20,1198,4.184,9,6,4.0,21,1198,4.184,21,1198,4.184,20,61,4.284,7,580,4.012,20,9916,4.289,6,2185,4.424,20,3966,4.374,1,3,4.0,4,41,4.91,20,236,4.519,0,0,0.0,3,5,4.2,0,0,0.0,1,3,4.7,20,1198,4.184,58,315.2,17.15,15.23,26.72,26.72,1.62,115,70.111,26,64,34,153,98,119,494,14,0.0,0.0,0.0,4.356607843137255,4.356607843137255,0.0,0.0,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
1369,Santorcaz,40.47216,-3.233114,864.0168,998.0,0,10,7,2037,3.861,3,188,4.016,8,154,4.3,3,50,2.572,4,29,2.6,6,717,3.96,20,4089,4.367,1,37,4.8,20,4089,4.367,10,27,4.778,20,4089,4.367,21,4092,4.366,20,19,4.053,5,4,3.5,20,6724,4.286,5,1949,4.37,16,2566,4.245,0,0,0.0,13,447,4.306,20,84,4.065,1,1,5.0,0,0,0.0,0,0,0.0,6,337,3.957,20,4089,4.367,71,348.32,16.72,15.05,23.1,18.18,2.06,51,45.724,5,28,42,111,69,93,348,362,4.0,0.0,0.0,0.0,0.0,4.077411764705882,4.077411764705882,0.0,0.0,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
1375,Santos de la Humosa (Los),40.50191,-3.254799,875.056,2797.0,0,4,16,12259,4.067,4,2040,4.108,10,284,4.267,7,140,2.106,11,100,1.826,16,3820,3.905,22,28106,4.028,4,240,3.119,20,28009,4.03,19,227,4.477,24,28023,4.029,22,28014,4.03,22,221,3.197,20,486,4.076,20,15496,4.16,14,9709,4.079,20,7614,4.086,2,6845,3.801,16,895,4.671,20,7940,4.218,4,27602,4.001,0,0,0.0,0,0,0.0,4,256,3.958,20,28009,4.03,83,377.47,13.93,12.78,15.78,10.54,1.91,132,46.496,4,58,144,225,227,314,972,566,0.0,0.0,0.0,4.356607843137255,4.356607843137255,4.077411764705882,4.077411764705882,0.0,0.0,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
1381,Serna del Monte (La),41.02979,-3.625026,1072.925,105.0,0,0,4,855,3.964,2,403,3.767,3,53,2.887,2,59,2.163,2,39,2.4,5,1376,3.972,22,7252,4.329,2,9,5.0,20,7248,4.329,9,53,5.0,20,7248,4.329,33,7297,4.33,20,15,4.333,13,17,4.171,20,15406,4.01,6,1806,4.127,20,10321,4.128,0,0,0.0,1,0,4.475327731092436,20,173,4.345,0,0,0.0,1,10,4.6,0,0,0.0,8,209,4.018,20,7248,4.329,75,442.78,4.3,31.56,18.97,15.35,0.85,5,80.844,5,1,0,11,5,12,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
1408,Serranillos del Valle,40.20465,-3.885819,650.8673,4632.0,0,4,20,6394,4.056,9,73,3.553,19,577,4.534,20,275,2.716,18,186,2.715,12,1014,3.944,25,11862,4.286,18,1499,4.657,20,11779,4.298,26,192,4.665,21,11779,4.298,21,11781,4.297,20,8,4.125,20,118,4.161,20,14554,4.299,17,2042,4.178,20,6975,4.276,0,0,0.0,20,1407,4.338,20,541,4.038,4,387,4.189,5,14,4.1,0,0,0.0,7,733,3.52,20,11779,4.298,77,396.1,23.52,9.9,17.44,14.22,0.9,183,35.694,4,175,218,488,423,626,1934,790,0.0,0.0,0.0,0.0,0.0,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
1415,Sevilla la Nueva,40.34781,-4.027501,674.3175,9694.0,0,4,20,9977,4.172,9,1502,4.138,20,959,4.378,15,318,2.207,18,247,2.188,15,2237,4.094,29,2773,4.081,20,1665,4.252,20,1936,3.959,21,196,4.729,22,1936,3.959,24,1939,3.958,21,11,3.727,15,71,3.751,20,10965,4.31,20,4043,4.387,20,5658,4.295,0,0,0.0,20,1908,4.76,20,1069,4.424,4,23,4.791,5,20,3.445,0,0,0.0,3,434,3.965,20,1936,3.959,77,359.63,17.08,13.11,16.8,14.23,1.29,374,42.875,11,311,278,1313,1175,1171,4259,4484,0.0,0.0,0.0,0.0,0.0,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
1436,Somosierra,41.13312,-3.581837,1436.419,98.0,0,0,1,77,4.2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,4,1118,3.754,20,4920,4.31,0,0,0.0,20,4920,4.31,1,0,4.732145038167937,20,4920,4.31,21,4921,4.31,16,9,4.444,4,45,4.347,7,7221,4.051,3,4910,3.958,4,1153,4.21,0,0,0.0,1,0,4.475327731092436,20,2013,4.647,0,0,0.0,0,0,0.0,1,0,4.536947368421052,3,46,4.052,20,4920,4.31,76,421.59,2.33,30.57,9.18,7.56,0.71,5,93.268,7,1,0,7,8,10,33,0,1.0,4.536947368421052,4.536947368421052,0.0,0.0,0.0,0.0,0.0,0.0,4.475327731092436,4.475327731092436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,0.0,0.0,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
1441,Soto del Real,40.75428,-3.783356,922.4442,9436.0,1,3,8,2018,3.727,2,231,4.09,6,283,4.218,5,95,2.582,5,67,2.7,6,615,4.133,26,3121,4.126,13,669,4.203,20,2958,4.152,13,60,4.937,21,2958,4.152,20,2958,4.152,20,7,4.286,15,354,3.968,20,15917,4.281,10,3130,4.15,20,6355,4.272,1,117,3.7,14,397,4.639,20,567,4.267,2,277,3.934,3,18,3.45,0,0,0.0,2,798,4.1,20,2958,4.152,73,515.89,8.68,26.34,21.65,17.06,1.47,325,44.268,18,219,229,1425,1239,869,3999,7354,0.0,0.0,0.0,4.356607843137255,4.356607843137255,4.077411764705882,4.077411764705882,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
1454,Talamanca de Jarama,40.74688,-3.513244,655.0905,4526.0,0,4,15,2589,3.884,6,400,3.759,9,355,4.377,5,119,2.8,8,83,3.211,5,2280,3.917,24,1163,4.357,7,180,3.839,20,1124,4.402,19,635,4.804,20,1124,4.402,24,1128,4.402,20,25,4.16,10,30,3.713,20,13281,4.237,11,3448,4.09,20,6140,4.159,0,0,0.0,11,710,4.73,20,305,4.085,0,0,0.0,3,22,4.055,0,0,0.0,5,902,4.059,20,1124,4.402,74,421.61,3.39,32.63,12.01,5.63,1.31,173,47.636,10,104,208,495,436,480,1733,1456,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.000368421052631,4.000368421052631,4.475327731092436,4.475327731092436,4.053031496062992,4.053031496062992,4.083746153846153,4.083746153846153,2.950320610687023,2.950320610687023,2.8033969465648854,2.8033969465648854,4.732145038167937,4.732145038167937,4.208292517006803,4.208292517006803,3.96391156462585,3.96391156462585,4.050594594594595,4.050594594594595,4.060059602649006,4.060059602649006,4.245099337748345,4.245099337748345,3.861651315789474,3.861651315789474,4.011285714285714,4.011285714285714
